Unnamed: 0,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new,location_label
5429,Audi A4 2.0 TDI,Kolkata,15252.95,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,16.55,location_small
5430,Volkswagen Vento Diesel Highline,Bangalore,8431.28,2012,65000,Diesel,Manual,First,20.54,1598,103.6,5,20.54,location_big
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,12646.92,2016,22000,Diesel,Manual,First,24.3,1248,88.5,5,24.3,location_big
5432,Maruti Zen LX,Chennai,1456.31,2002,99024,Petrol,Manual,First,17.3,993,60,5,17.3,location_small
5433,Hyundai i10 Era,Kochi,6147.17,2016,34952,Petrol,Manual,First,19.81,1086,68.05,5,19.81,location_big
5434,Honda WR-V Edge Edition i-VTEC S,Kochi,12570.27,2019,13913,Petrol,Manual,First,17.5,1199,88.7,5,17.5,location_big
5435,Honda City i DTEC VX,Chennai,9504.35,2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5,25.1,location_small
5436,Toyota Fortuner 4x2 4 Speed AT,Chennai,25677.08,2012,97000,Diesel,Automatic,First,11.5,2982,169,7,11.5,location_small
5437,Mahindra XUV500 AT W10 FWD,Delhi,25293.84,2017,21000,Diesel,Automatic,First,16,2179,140,7,16,location_big
5439,Ford Figo Diesel ZXI,Kolkata,5365.36,2012,110438,Diesel,Manual,First,20,1399,68.05,5,20,location_small
5440,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,8323.97,2017,66507,Petrol,Automatic,Second,19,1199,88.7,5,19,location_big
5441,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,46525.34,2017,54650,Diesel,Automatic,First,10.91,3198,197,7,10.91,location_big
5442,Nissan Sunny XL CVT,Hyderabad,12248.35,2014,32000,Petrol,Automatic,First,17.97,1498,99.6,5,17.97,location_big
5443,Skoda Octavia Ambiente 1.9 TDI MT,Coimbatore,5503.33,2011,75378,Diesel,Manual,First,18.7,1896,66,5,18.7,location_big
5444,Chevrolet Beat Diesel LT,Chennai,2912.62,2012,82697,Diesel,Manual,First,25.44,936,57.6,5,25.44,location_small
5445,Toyota Camry W2 (AT),Chennai,7204.91,2009,135000,Petrol,Automatic,First,12.1,2362,164.7,5,12.1,location_small
5446,Renault Duster 110PS Diesel RxZ,Chennai,11113.96,2012,149000,Diesel,Manual,First,19.01,1461,108.45,5,19.01,location_small
5447,Mercedes-Benz GLA Class 200 d Style,Kochi,37496.2,2016,26212,Diesel,Automatic,First,17.9,2143,136,5,17.9,location_big
5448,Tata Zest Revotron 1.2T XMS,Pune,5978.54,2014,23500,Petrol,Manual,Second,17.57,1193,88.7,5,17.57,location_small
5449,Hyundai i20 1.2 Magna,Coimbatore,7894.74,2013,56127,Petrol,Manual,First,18.5,1197,80,5,18.5,location_big
5450,Maruti Wagon R VXI AMT1.2,Mumbai,5595.3,2015,26000,Petrol,Automatic,First,21.5,1197,81.8,5,21.5,location_big
5451,Hyundai Xcent 1.2 CRDi S,Kolkata,7664.8,2016,26000,Diesel,Manual,First,25.4,1186,73.97,5,25.4,location_small
5452,Honda City 1.5 S MT,Kolkata,3525.81,2009,42000,Petrol,Manual,First,17,1497,118,5,17,location_small
5453,Hyundai Accent GLE,Pune,1149.72,2001,130000,Petrol,Manual,Second,13.2,1495,94,5,13.2,location_small
5454,Hyundai Verna Xi (Petrol),Kochi,2835.98,2009,137148,Petrol,Manual,Second,13.9,1599,103.2,5,13.9,location_big
5455,Ford Figo Petrol ZXI,Kolkata,2759.33,2010,114703,Petrol,Manual,First,15.6,1196,70,5,15.6,location_small
5456,Honda Amaze S i-Dtech,Kochi,6760.35,2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_big
5457,Maruti Wagon R LX BSII,Chennai,3065.92,2006,40000,Petrol,Manual,First,18.9,998,67.1,5,18.9,location_small
5458,Maruti Swift VDI BSIV,Hyderabad,8507.93,2014,81609,Diesel,Manual,First,17.8,1248,74,5,17.8,location_big
5459,Mercedes-Benz E-Class Facelift,Bangalore,48671.48,2014,28000,Diesel,Automatic,First,13,2987,258,5,13,location_big
5460,Audi A6 2011-2015 35 TDI Technology,Bangalore,49054.72,2015,37500,Diesel,Automatic,First,17.68,1968,174.33,5,17.68,location_big
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,32192.16,2010,37000,Diesel,Automatic,First,13.5,2987,282,5,13.5,location_big
5462,Maruti Swift Dzire LDi,Ahmedabad,4215.64,2010,83000,Diesel,Manual,First,19.3,1248,73.9,5,19.3,location_big
5463,Toyota Corolla H2,Coimbatore,4047.01,2005,79012,Petrol,Manual,First,13.4,1794,125,5,13.4,location_big
5464,Mahindra Scorpio S10 7 Seater,Kochi,21752.7,2018,27395,Diesel,Manual,First,15.4,2179,120,7,15.4,location_big
5465,Maruti Wagon R VXI,Jaipur,5901.9,2017,35362,Petrol,Manual,First,22.5,998,67.04,5,22.5,location_small
5466,Toyota Fortuner 4x2 Manual,Delhi,23760.88,2014,117000,Diesel,Manual,First,13,2982,168.5,7,13,location_big
5467,Maruti Zen Estilo 1.1 LX BSIII,Mumbai,2912.62,2010,23000,Petrol,Manual,First,18.2,1061,64,5,18.2,location_big
5468,Tata Nano CX,Kochi,1931.53,2014,59508,Petrol,Manual,First,25.4,624,37.48,4,25.4,location_big
5469,Hyundai i20 Magna,Chennai,3679.1,2009,69000,Petrol,Manual,Second,18.5,1197,80,5,18.5,location_small
5470,BMW 3 Series 320d,Bangalore,17629.04,2010,58000,Diesel,Automatic,First,22.69,1995,190,5,22.69,location_big
5471,Mahindra XUV500 W6 2WD,Jaipur,12646.92,2014,88511,Diesel,Manual,First,16,2179,140,7,16,location_small
5472,Volkswagen Vento IPL II Petrol Trendline,Pune,4215.64,2011,66000,Petrol,Manual,First,15.8,1598,105,5,15.8,location_small
5473,Skoda Fabia 1.2 MPI Classic,Delhi,2146.14,2009,65000,Petrol,Manual,Second,17.5,1198,70,5,17.5,location_big
5474,Tata Nano Twist XT,Coimbatore,4445.58,2015,30676,Petrol,Manual,First,25.4,624,37.5,4,25.4,location_big
5475,Ford Figo Diesel EXI,Chennai,3679.1,2011,76000,Diesel,Manual,First,20,1399,68,5,20,location_small
5476,Volkswagen Vento IPL II Petrol Highline AT,Pune,7281.56,2013,23627,Petrol,Automatic,First,14.8,1598,105,5,14.8,location_small
5477,Land Rover Range Rover HSE Dynamic,Kochi,68615.29,2018,52827,Diesel,Automatic,First,12.7,2179,187.7,5,12.7,location_big
5478,Honda City i DTEC SV,Kochi,9535.01,2015,64465,Diesel,Manual,First,26,1498,98.6,5,26,location_big
5479,Renault KWID Climber 1.0 AMT,Chennai,6898.32,2018,14000,Petrol,Automatic,First,22.5,999,67,5,22.5,location_small
5480,Hyundai Grand i10 Asta Option,Mumbai,6515.08,2015,26000,Petrol,Manual,First,18.9,1197,82,5,18.9,location_big
5481,Chevrolet Cruze LTZ AT,Hyderabad,8431.28,2011,78203,Diesel,Automatic,First,18.1,1991,147.9,4,18.1,location_big
5482,Hyundai i20 1.4 Asta,Mumbai,10654.07,2017,27000,Diesel,Manual,First,22.54,1396,88.73,5,22.54,location_big
5483,Maruti Alto K10 VXI AGS,Coimbatore,6990.3,2018,31919,Petrol,Automatic,First,24.07,998,67.1,5,24.07,location_big
5484,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,21185.51,2016,47392,Diesel,Manual,First,20.5,1582,126.2,5,20.5,location_big
5485,Honda Amaze VX i-Vtech,Mumbai,8661.22,2016,17362,Petrol,Manual,First,18,1198,86.7,5,18,location_big
5486,Hyundai i20 Active 1.4 SX Dual Tone,Kochi,9504.35,2016,49716,Diesel,Manual,First,21.19,1396,88.73,5,21.19,location_big
5487,Maruti Celerio VXI,Delhi,4982.12,2014,48000,Petrol,Manual,First,23.1,998,67.04,5,23.1,location_big
5488,Audi A4 2.0 TDI,Kolkata,13030.16,2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,16.55,location_small
5489,Hyundai Verna 1.4 CRDi,Bangalore,11113.96,2016,79000,Diesel,Manual,First,24.8,1396,88.7,5,24.8,location_big
5490,Renault Fluence Diesel E4,Pune,7066.95,2013,57000,Diesel,Manual,First,21.8,1461,78,5,21.8,location_small
5491,Volkswagen Polo 1.2 MPI Highline,Delhi,8124.69,2016,29754,Petrol,Manual,First,16.2,1199,74,5,16.2,location_big
5492,Tata Indigo LX,Ahmedabad,2912.62,2012,50123,Diesel,Manual,First,17,1405,70,5,17,location_big
5493,Hyundai i10 Sportz,Kochi,4736.85,2012,57184,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
5494,BMW 7 Series 730Ld Sedan,Mumbai,14563.12,2007,75000,Diesel,Automatic,Second,16.46,2993,258,5,16.46,location_big
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Mumbai,19391.94,2015,26000,Diesel,Automatic,First,17.01,1582,126.2,5,17.01,location_big
5496,Hyundai Grand i10 Magna,Delhi,6515.08,2016,22129,Petrol,Manual,First,18.9,1197,82,5,18.9,location_big
5497,Maruti Ritz VDi,Hyderabad,4522.23,2011,127887,Diesel,Manual,First,21.1,1248,73.9,5,21.1,location_big
5498,Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,5288.71,2006,92000,Diesel,Manual,First,10.5,2179,120,8,10.5,location_big
5499,Hyundai i10 Era,Hyderabad,5058.77,2011,60634,Petrol,Manual,First,19.81,1086,68.05,5,19.81,location_big
5500,Tata Safari Storme 2012-2015 VX,Hyderabad,12263.68,2014,90000,Diesel,Manual,First,14,2179,138.1,7,14,location_big
5501,Honda Civic 2006-2010 1.8 V MT,Kolkata,4154.32,2009,59000,Petrol,Manual,First,13.5,1799,130,5,13.5,location_small
5502,Maruti Zen Estilo LXI BSIII,Hyderabad,4138.99,2012,59293,Petrol,Manual,First,18.2,998,67.1,5,18.2,location_big
5503,Maruti Swift Dzire VDI,Mumbai,6898.32,2012,80753,Diesel,Manual,Second,23.4,1248,74,5,23.4,location_big
5504,Toyota Fortuner 4x2 Manual,Delhi,28743,2015,40000,Diesel,Manual,Second,13,2982,168.5,7,13,location_big
5505,Maruti Swift VDI,Pune,8048.04,2014,103000,Diesel,Manual,Second,28.4,1248,74,5,28.4,location_small
5506,Maruti Wagon R Duo LX BSIII,Hyderabad,4905.47,2012,72389,LPG,Manual,First,26.2,998,58.2,5,13.78947368,location_big
5507,Maruti Dzire LDI,Pune,9197.76,2017,48000,Diesel,Manual,First,28.4,1248,73.75,5,28.4,location_small
5508,Hyundai Grand i10 Asta,Kolkata,4813.49,2014,41000,Petrol,Manual,First,18.9,1197,82,5,18.9,location_small
5509,Renault KWID RXL,Jaipur,3909.05,2016,26000,Petrol,Manual,First,25.17,799,53.3,5,25.17,location_small
5510,Tata Indigo CS eGLX BS IV,Jaipur,3525.81,2012,30000,Petrol,Manual,Second,15.64,1193,64.08,5,15.64,location_small
5511,Ford Figo Diesel Titanium,Hyderabad,8661.22,2014,74624,Diesel,Manual,First,20,1399,68.05,5,20,location_big
5512,Porsche Cayenne 2009-2014 Diesel,Kochi,73919.33,2015,47877,Diesel,Automatic,First,15.15,2967,240,5,15.15,location_big
5513,Maruti Alto K10 VXI,Jaipur,4598.88,2016,35000,Petrol,Manual,First,24.07,998,67.1,5,24.07,location_small
5514,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,11497.2,2015,52123,Diesel,Manual,First,20.34,1498,103.2,5,20.34,location_big
5515,Mahindra Scorpio 2.6 SLX CRDe,Bangalore,3985.7,2005,90000,Diesel,Manual,First,10.5,2179,120,8,10.5,location_big
5516,BMW X3 xDrive 20d Luxury Line,Mumbai,93893.8,2018,1400,Diesel,Automatic,First,18.56,1995,190,5,18.56,location_big
5517,Honda City 1.5 V MT,Chennai,5365.36,2009,122000,Petrol,Manual,Second,17,1497,118,5,17,location_small
5518,Mini Cooper 3 DOOR S,Kochi,44379.19,2016,21110,Petrol,Automatic,First,17.44,1998,189.08,4,17.44,location_big
5519,Mitsubishi Pajero Sport 4X4 AT,Pune,22994.4,2015,78000,Diesel,Automatic,First,13.5,2477,175.56,6,13.5,location_small
5520,Maruti Swift Dzire VDi,Jaipur,6515.08,2012,72000,Diesel,Manual,First,19.3,1248,73.9,5,19.3,location_small
5521,Bentley Continental Flying Spur,Hyderabad,90444.64,2006,48000,Petrol,Automatic,First,8.6,5998,552,4,8.6,location_big
5522,Maruti Ertiga VDI,Pune,10117.54,2013,43486,Diesel,Manual,First,20.77,1248,88.76,7,20.77,location_small
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,7971.39,2007,199000,Diesel,Manual,Second,12.8,2494,102,7,12.8,location_big
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,15329.6,2010,34000,Petrol,Manual,First,11.7,1796,178,5,11.7,location_small
5525,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,53653.6,2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5,14.84,location_big
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,13413.4,2017,30000,Diesel,Manual,First,22.7,1498,89.84,5,22.7,location_big
5527,Toyota Etios Liva 1.2 G,Coimbatore,7005.63,2015,64005,Petrol,Manual,First,17.71,1197,78.9,5,17.71,location_big
5528,Hyundai i10 Magna 1.2,Delhi,3832.4,2012,62000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
5530,Land Rover Freelander 2 SE,Kochi,30827.83,2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5,12.39,location_big
5531,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,11957.09,2011,144471,Diesel,Manual,First,12.8,2494,102,8,12.8,location_big
5532,Hyundai i20 1.2 Magna,Coimbatore,5533.99,2011,63991,Petrol,Manual,First,18.5,1197,80,5,18.5,location_big
5534,Nissan Micra XV CVT,Mumbai,7051.62,2015,34895,Petrol,Automatic,First,19.15,1198,75.94,5,19.15,location_big
5535,BMW X6 xDrive 40d M Sport,Ahmedabad,130301.6,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,15.87,location_big
5536,Honda City 1.5 V AT,Kolkata,8048.04,2015,45000,Petrol,Automatic,First,16.8,1497,118,5,16.8,location_small
5537,Honda Amaze E i-Dtech,Delhi,5058.77,2013,45000,Diesel,Manual,Second,25.8,1498,98.6,5,25.8,location_big
5538,Toyota Fortuner 3.0 Diesel,Bangalore,27210.04,2013,100000,Diesel,Manual,Second,11.5,2982,171,7,11.5,location_big
5539,Land Rover Discovery Sport SD4 HSE Luxury,Delhi,53653.6,2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5,12.97,location_big
5540,Hyundai Creta 1.6 CRDi SX,Coimbatore,20526.33,2016,37023,Diesel,Manual,First,19.67,1582,126.2,5,19.67,location_big
5541,Chevrolet Beat Diesel LT,Chennai,3832.4,2012,81000,Diesel,Manual,First,25.44,936,56.3,5,25.44,location_small
5542,Toyota Innova Crysta 2.8 GX AT,Kochi,28145.15,2017,20789,Diesel,Automatic,First,11.36,2755,171.5,7,11.36,location_big
5543,Maruti Swift Dzire VDI,Jaipur,9121.11,2015,68310,Diesel,Manual,First,23.4,1248,74,5,23.4,location_small
5544,Hyundai Creta 1.6 CRDi SX Option,Mumbai,16862.56,2015,47250,Diesel,Manual,Second,19.67,1582,126.2,5,19.67,location_big
5545,Land Rover Range Rover Sport SE,Delhi,99259.16,2014,47000,Diesel,Automatic,Second,12.65,2993,255,5,12.65,location_big
5546,Honda Amaze VX i-DTEC,Hyderabad,9657.65,2017,128000,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_big
5547,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,18303.54,2017,17702,Petrol,Manual,First,15.29,1591,121.3,5,15.29,location_big
5548,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,9121.11,2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5,18.19,location_big
5549,Honda City i DTec VX,Ahmedabad,16862.56,2017,37000,Diesel,Manual,First,26,1498,98.6,5,26,location_big
5550,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,19207.99,2017,38271,Petrol,Manual,First,15.29,1591,121.3,5,15.29,location_big
5551,Ford Figo Diesel Titanium,Bangalore,5748.6,2012,32510,Diesel,Manual,Second,20,1399,68,5,20,location_big
5552,BMW 5 Series 2013-2017 530d M Sport,Pune,41389.92,2014,88000,Diesel,Automatic,First,14.69,2993,258,5,14.69,location_small
5553,Mitsubishi Pajero 2.8 SFX 7Str,Pune,15252.95,2012,116000,Diesel,Manual,First,10.5,2835,107.2,6,10.5,location_small
5554,Renault Duster 85PS Diesel RxL Option,Jaipur,6438.43,2013,156000,Diesel,Manual,First,19.87,1461,83.8,5,19.87,location_small
5555,Maruti Ritz VXI,Delhi,3065.92,2010,75319,Petrol,Manual,Second,21.1,1197,85.8,5,21.1,location_big
5556,Hyundai Grand i10 Sportz,Kolkata,4982.12,2013,28000,Petrol,Manual,First,18.9,1197,82,5,18.9,location_small
5557,Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,52120.64,2017,16500,Diesel,Automatic,First,17.9,2143,136,5,17.9,location_big
5558,BMW 5 Series 520d Luxury Line,Coimbatore,46556,2016,75637,Diesel,Automatic,First,22.48,1995,190,5,22.48,location_big
5559,Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,19315.3,2018,32854,Petrol,Automatic,First,13,1591,121.3,5,13,location_big
5560,Renault KWID RXT Optional,Kochi,7802.77,2019,6568,Petrol,Manual,First,25.17,799,53.3,5,25.17,location_big
5561,Audi A4 3.0 TDI Quattro,Bangalore,37557.52,2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5,14.94,location_big
5562,Maruti Ciaz VDI SHVS,Kochi,12217.69,2018,17804,Diesel,Manual,Second,28.09,1248,88.5,5,28.09,location_big
5563,Honda Jazz S,Delhi,4445.58,2011,69768,Petrol,Manual,First,16,1198,90,5,16,location_big
5564,BMW 3 Series 320d Luxury Line,Kochi,32698.04,2016,62404,Diesel,Automatic,First,22.69,1995,190,5,22.69,location_big
5565,Hyundai Verna SX CRDi AT,Bangalore,9964.24,2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5,19.08,location_big
5566,Hyundai Creta 1.4 CRDi S Plus,Coimbatore,18625.46,2016,55687,Diesel,Manual,First,21.38,1396,88.7,5,21.38,location_big
5567,Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,6515.08,2014,17000,Petrol,Manual,First,15.04,1598,103.2,5,15.04,location_small
5568,BMW 3 Series Luxury Line,Coimbatore,54941.29,2017,34232,Diesel,Automatic,First,21.76,1995,190,5,21.76,location_big
5569,Honda CR-V Petrol 2WD,Chennai,4598.88,2004,135000,Petrol,Automatic,Third,14.4,1997,152,5,14.4,location_small
5570,Renault Duster 110PS Diesel RxZ AWD,Chennai,10347.48,2012,80000,Diesel,Manual,First,19.72,1461,108.45,5,19.72,location_small
5571,Hyundai i20 Asta 1.2,Bangalore,8661.22,2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5,18.6,location_big
5572,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,11497.2,2013,58000,Diesel,Automatic,Second,16.96,1968,138.03,5,16.96,location_small
5573,Hyundai Creta 1.6 SX Plus Diesel,Kochi,20449.69,2018,35480,Diesel,Manual,First,19.67,1582,126.2,5,19.67,location_big
5574,Maruti Ciaz VDI SHVS,Hyderabad,12110.38,2016,62287,Diesel,Manual,First,28.09,1248,88.5,5,28.09,location_big
5575,Hyundai i20 Asta 1.4 CRDi,Coimbatore,10700.06,2015,46162,Diesel,Manual,First,22.54,1396,88.73,5,22.54,location_big
5576,Hyundai Verna 1.6 SX VTVT,Mumbai,8814.52,2014,9200,Petrol,Manual,First,17.01,1591,121.3,5,17.01,location_big
5577,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,4062.34,2012,55339,Diesel,Manual,First,22.07,1199,73.9,5,22.07,location_small
5578,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,3817.07,2011,55476,Diesel,Manual,First,22.07,1199,73.9,5,22.07,location_small
5579,Maruti SX4 Vxi BSIII,Pune,2299.44,2007,68553,Petrol,Manual,Second,15,1586,104.68,5,15,location_small
5580,Honda Mobilio RS Option i DTEC,Kochi,9964.24,2016,67376,Diesel,Manual,First,24.5,1498,98.6,7,24.5,location_big
5581,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,12263.68,2013,42000,Diesel,Manual,First,19.64,1461,108.45,5,19.64,location_big
5582,Toyota Fortuner 2.8 2WD AT,Coimbatore,47291.82,2019,28069,Diesel,Automatic,First,12.9,2755,174.5,7,12.9,location_big
5583,Volvo XC60 D4 SUMMUM,Kochi,26290.26,2014,93144,Diesel,Automatic,First,14.7,1984,181,5,14.7,location_big
5584,Maruti Celerio VXI AT,Hyderabad,6974.97,2014,24300,Petrol,Automatic,First,23.1,998,67.04,5,23.1,location_big
5585,Maruti Ciaz ZDi Plus,Hyderabad,11343.9,2015,47883,Diesel,Manual,Second,26.21,1248,88.5,5,26.21,location_big
5586,Audi Q5 2008-2012 2.0 TDI,Kochi,39305.09,2013,12467,Diesel,Automatic,First,12.8,1968,167.6,5,12.8,location_big
5587,BMW X1 sDrive 20d Sportline,Kolkata,20694.96,2013,56683,Diesel,Automatic,Second,17.05,1995,184,5,17.05,location_small
5588,Ford Figo Petrol ZXI,Bangalore,5442.01,2013,38000,Petrol,Manual,First,15.6,1196,70,5,15.6,location_big
5589,Hyundai Elantra CRDi SX,Ahmedabad,22994.4,2018,35000,Diesel,Manual,First,22.7,1582,126.2,5,22.7,location_big
5590,Hyundai Verna 1.6 i ABS,Pune,2989.27,2007,80000,Petrol,Manual,Second,13.9,1599,103.2,5,13.9,location_small
5591,Honda Civic 2006-2010 1.8 S MT,Pune,3525.81,2006,125000,Petrol,Manual,Second,13.5,1799,130,5,13.5,location_small
5592,Toyota Fortuner 4x4 MT,Chennai,22994.4,2013,123000,Diesel,Manual,Second,12.55,2982,168.5,7,12.55,location_small
5593,Hyundai i10 Sportz,Chennai,4828.82,2012,70000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_small
5594,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,7664.8,2012,87982,Diesel,Manual,First,21.64,1461,84.8,5,21.64,location_big
5595,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,37940.76,2013,40714,Diesel,Automatic,Second,18.12,1995,190,5,18.12,location_small
5596,Chevrolet Optra Magnum 2.0 LT,Pune,3985.7,2008,83000,Diesel,Manual,Second,16.52,1991,123.7,5,16.52,location_small
5597,Hyundai i10 Asta,Ahmedabad,5748.6,2011,86000,Petrol,Manual,First,20.36,1197,78.9,5,20.36,location_big
5598,Skoda Laura Ambiente,Ahmedabad,7434.86,2009,60002,Diesel,Manual,Second,17.5,1896,106,5,17.5,location_big
5599,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,41389.92,2013,60000,Diesel,Automatic,First,10,2148,170,5,10,location_small
5600,Honda Amaze SX i-DTEC,Kolkata,4598.88,2014,84677,Diesel,Manual,First,25.8,1498,98.6,5,25.8,location_small
5601,BMW X1 xDrive 20d xLine,Delhi,44072.6,2017,23000,Diesel,Automatic,First,20.68,1995,190,5,20.68,location_big
5602,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,22212.59,2016,81424,Diesel,Manual,First,12.99,2494,100.6,8,12.99,location_big
5603,Porsche Panamera 2010 2013 Diesel,Delhi,110373.12,2013,36400,Diesel,Automatic,First,7.5,4806,394.3,4,7.5,location_big
5604,Nissan Sunny XV D,Chennai,6131.84,2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5,22.71,location_small
5605,Maruti Swift Dzire LDI,Delhi,6898.32,2015,40000,Diesel,Manual,Second,26.59,1248,74,5,26.59,location_big
5606,Maruti Wagon R ZXI AMT 1.2,Mumbai,9581,2019,600,Petrol,Automatic,First,21.5,1197,81.8,5,21.5,location_big
5607,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,17629.04,2015,65320,Diesel,Automatic,Second,16.96,1968,138.03,5,16.96,location_small
5608,Honda Accord 2.4 Inspire M/T,Pune,4752.18,2009,79000,Petrol,Manual,Third,9.8,2354,180,5,9.8,location_small
5609,Honda City i VTEC V,Mumbai,15498.23,2018,5000,Petrol,Manual,First,17.8,1497,117.3,5,17.8,location_big
5610,Hyundai Verna 1.6 SX VTVT,Coimbatore,17690.36,2019,6028,Petrol,Manual,First,17.01,1591,121.3,5,17.01,location_big
5611,Maruti Wagon R LX BSII,Delhi,1532.96,2006,86000,Petrol,Manual,Second,18.9,998,67.1,5,18.9,location_big
5612,Maruti Swift Dzire Tour LDI,Kolkata,3832.4,2013,160000,Diesel,Manual,Second,23.4,1248,74,5,23.4,location_small
5613,Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,27593.28,2011,59967,Petrol,Automatic,First,9.74,1984,208,5,9.74,location_big
5614,Toyota Etios Cross 1.4 GD,Coimbatore,10500.78,2018,43127,Diesel,Manual,First,23.59,1364,67.04,5,23.59,location_big
5615,Hyundai i10 Era 1.1 iTech SE,Kochi,4552.89,2012,65727,Petrol,Manual,First,19.81,1086,68.05,5,19.81,location_big
5616,Hyundai Verna 1.6 VTVT,Pune,7281.56,2013,70000,Petrol,Manual,First,17.01,1591,121.3,5,17.01,location_small
5617,Volkswagen Polo 1.5 TDI Highline,Coimbatore,11313.24,2018,39861,Diesel,Manual,First,20.14,1498,88.8,5,20.14,location_big
