,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Mileage_new
5728,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,15697.51,2009,43600,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,10.93
5729,Skoda Superb Elegance 1.8 TSI AT,Pune,8201.34,2010,71473,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,13.7
5730,Honda Brio VX AT,Mumbai,5350.03,2014,39000,Petrol,Automatic,Second,16.5,1198.0,86.8,5.0,16.5
5731,Hyundai i10 Magna 1.2,Hyderabad,4368.94,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5732,Honda City i VTEC SV,Mumbai,8201.34,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4
5733,Ford Figo Petrol ZXI,Coimbatore,5549.32,2012,75464,Petrol,Manual,First,15.6,1196.0,70.0,5.0,15.6
5734,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,9581.0,2006,142000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
5735,Mahindra Verito 1.5 D6 BSIV,Kochi,4890.14,2012,118683,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,21.0
5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,8431.28,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,18.15
5737,Hyundai i20 Sportz Option 1.2,Kochi,11757.8,2019,12800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
5738,Tata New Safari EX 4x2,Jaipur,8431.28,2011,80000,Petrol,Manual,First,12.0,2092.0,127.0,7.0,12.0
5739,Maruti Swift Dzire VDi,Hyderabad,10117.54,2014,76126,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3
5740,BMW X5 xDrive 30d M Sport,Chennai,84312.8,2017,21000,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,15.97
5741,Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,32192.16,2013,85000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,17.68
5742,Maruti Baleno Delta 1.2,Jaipur,6898.32,2017,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4
5743,Hyundai Santa Fe 4WD AT,Coimbatore,31686.28,2016,45794,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,13.01
5744,Chevrolet Cruze LTZ AT,Hyderabad,9964.24,2013,57352,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,14.39
5745,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,58221.82,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,15.0
5746,Hyundai Santro Xing GLS,Mumbai,2222.79,2009,42000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,17.92
5747,Maruti Wagon R LXI CNG,Delhi,4522.23,2014,62549,CNG,Manual,First,26.6,998.0,58.16,5.0,38.00000000000001
5748,Maruti Ciaz VDi Plus SHVS,Hyderabad,12110.38,2015,67048,Diesel,Manual,First,28.09,1248.0,88.5,5.0,28.09
5749,Honda City i-VTEC V,Kochi,15436.91,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,17.4
5750,Nissan Terrano XL Plus ICC WT20 SE,Mumbai,9964.24,2016,37000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,20.45
5751,BMW 3 Series 320d Prestige,Hyderabad,33725.12,2015,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.88
5752,Honda City i DTEC V,Hyderabad,14946.36,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0
5753,Nissan Terrano XL Plus 85 PS,Jaipur,9197.76,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,20.45
5754,Hyundai Grand i10 CRDi Sportz,Delhi,6116.51,2014,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0
5756,Toyota Fortuner 4x2 AT,Delhi,30275.96,2015,92000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,12.55
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,25983.67,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,13.68
5758,Maruti Baleno Zeta 1.2,Chennai,10424.13,2017,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,21.4
5760,Hyundai i10 Sportz 1.1L,Pune,4522.23,2013,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,19.81
5761,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,65656.68,2015,55662,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,12.07
5762,Volvo S60 D4 Momentum,Hyderabad,32958.64,2014,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,27.03
5763,Honda City i VTEC V,Jaipur,12110.38,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,17.8
5764,Maruti Alto K10 2010-2014 VXI,Hyderabad,3525.81,2011,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,20.92
5765,Honda Brio 1.2 S Option MT,Delhi,4215.64,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,18.5
5766,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,10286.16,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,12.05
5767,Renault Duster 110PS Diesel RxL AMT,Kochi,14716.42,2017,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,19.6
5768,Hyundai Creta 1.6 CRDi SX,Kochi,19637.22,2017,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,10638.74,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,23.84
5770,Mahindra XUV500 W6 2WD,Mumbai,14486.47,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0
5771,Volkswagen Vento 1.5 TDI Highline,Hyderabad,9197.76,2015,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,20.34
5772,Mercedes-Benz B Class B180,Delhi,16862.56,2013,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,14.8
5773,Maruti SX4 Vxi BSIV,Delhi,3985.7,2011,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,15.5
5774,Hyundai Getz GLE,Hyderabad,2989.27,2007,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,15.3
5775,BMW 6 Series Gran Coupe,Mumbai,68983.2,2013,30000,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,17.54
5776,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,33725.12,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,17.11
5777,Hyundai i20 Asta Option 1.2,Kolkata,7511.5,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,18.6
5778,Nissan Terrano XL D Option,Kochi,9581.0,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,19.87
5779,Volkswagen Vento Konekt Diesel Highline,Chennai,9351.06,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,20.54
5780,Hyundai i10 Sportz,Mumbai,3985.7,2011,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5781,Lamborghini Gallardo Coupe,Delhi,183955.2,2011,6500,Petrol,Automatic,Third,6.4,5204.0,560.0,2.0,6.4
5782,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,44455.84,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,14.74
5783,Maruti Swift Dzire VXi,Pune,5058.77,2010,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,17.5
5784,Tata Indica Vista Quadrajet VX,Hyderabad,4675.53,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,22.3
5785,Hyundai i20 Asta 1.4 CRDi,Kolkata,4982.12,2012,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,21.27
5786,Hyundai Xcent 1.2 Kappa S Option,Delhi,5748.6,2014,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,19.1
5787,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,20311.72,2015,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.99
5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,7358.21,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,23.84
5789,Renault KWID RXL,Kochi,5825.25,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
5790,Toyota Innova 2.5 V Diesel 7-seater,Pune,13030.16,2011,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8
5791,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,59417.53,2016,41082,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,13.0
5792,Honda City 1.5 S AT,Ahmedabad,4905.47,2009,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,16.8
5793,Hyundai i10 Sportz 1.2,Hyderabad,5365.36,2011,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5794,Hyundai Creta 1.6 CRDi SX Option,Pune,18778.76,2015,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,19.67
5795,Honda Amaze VX Petrol,Mumbai,7281.56,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,19.5
5796,Volkswagen Polo 1.2 MPI Trendline,Delhi,6898.32,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,18.78
5797,Hyundai i10 Magna 1.2,Kolkata,3602.46,2012,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5798,Renault Pulse RxL,Hyderabad,5212.06,2014,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,23.08
5799,Volkswagen Vento 1.5 TDI Highline AT,Pune,15329.6,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,21.5
5800,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,13796.64,2012,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,12.99
5801,Toyota Corolla Altis G,Delhi,7971.39,2013,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,14.53
5802,Hyundai Verna CRDi,Chennai,2835.98,2006,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,16.8
5803,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,58252.48,2013,100000,Diesel,Automatic,Second,11.3,2987.0,254.8,7.0,11.3
5804,Renault Duster 85PS Diesel RxL Optional,Kochi,7833.43,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,20.46
5805,Skoda Rapid 1.6 MPI Ambition,Coimbatore,14808.39,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,15.41
5806,Hyundai i10 Sportz 1.2,Kolkata,5212.06,2015,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,20.36
5807,Mahindra KUV 100 mFALCON G80 K8,Kochi,8952.49,2017,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,18.15
5808,Maruti Celerio VXI AMT,Kolkata,5825.25,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1
5809,Maruti A-Star AT VXI,Mumbai,3832.4,2012,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,16.98
5810,Honda City i DTEC VX,Kolkata,10654.07,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,25.1
5811,Skoda Superb 1.8 TSI,Pune,8431.28,2010,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,12.6
5812,Hyundai Grand i10 Sportz,Coimbatore,9489.02,2017,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
5813,Renault Duster 85PS Diesel RxL,Hyderabad,9197.76,2013,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,20.45
5814,Hyundai Grand i10 Magna,Pune,5748.6,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
5815,Ford EcoSport 1.5 TDCi Titanium,Kochi,14501.8,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,22.77
5816,Nissan Sunny 2011-2014 XL,Jaipur,4598.88,2011,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,16.95
5817,Ford Figo Aspire 1.5 TDCi Titanium,Chennai,8814.52,2016,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,25.83
5818,Honda Civic 2006-2010 1.8 V MT,Coimbatore,6760.35,2009,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,13.5
5819,Renault KWID RXT Optional,Kochi,5671.95,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
5820,Honda Brio EX MT,Kolkata,3832.4,2014,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,19.4
5821,Maruti Swift ZXI ABS,Coimbatore,8201.34,2012,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,16.1
5822,Hyundai i20 Magna Optional 1.4 CRDi,Delhi,5595.3,2013,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,21.9
5823,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,19928.48,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,17.2
5824,Maruti Wagon R LXI BSII,Delhi,3755.75,2012,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,18.9
5825,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,8814.52,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,21.21
5826,Honda City i DTEC S,Coimbatore,12432.31,2017,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,26.0
5827,Hyundai i20 1.4 Sportz,Ahmedabad,11880.44,2018,30000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54
5828,Nissan Micra XV CVT,Coimbatore,8967.82,2017,54387,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,19.15
5829,Renault KWID RXT Optional,Mumbai,6576.4,2018,1617,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
5830,Honda City i-DTEC SV,Hyderabad,12263.68,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,25.6
5831,Toyota Innova Crysta 2.4 G MT 8S,Mumbai,25293.84,2017,20000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,13.68
5832,Maruti Baleno Alpha 1.3,Jaipur,8431.28,2015,98000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,27.39
5833,Ford EcoSport 1.5 TDCi Trend,Delhi,9734.3,2015,57000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,22.77
5834,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,12110.38,2013,250000,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,12.99
5835,Ford Ecosport 1.5 DV5 MT Ambiente,Hyderabad,11037.31,2014,56549,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7
5836,Volkswagen Polo Diesel Comfortline 1.2L,Bangalore,5595.3,2012,78500,Diesel,Manual,First,22.07,1199.0,73.9,5.0,22.07
5837,Hyundai i20 Sportz 1.4 CRDi,Kochi,9734.3,2016,55036,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54
5838,Renault Duster 85PS Diesel RxL Explore,Pune,11957.09,2016,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,19.87
5839,Ford Ikon 1.3 Flair,Chennai,2146.14,2007,90000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,13.8
5840,Ford Endeavour XLT TDCi 4X2,Chennai,8431.28,2007,155000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,13.1
5841,Maruti Baleno Delta 1.3,Hyderabad,13030.16,2018,17810,Diesel,Manual,First,27.39,1248.0,74.0,5.0,27.39
5842,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Kochi,16065.42,2011,42408,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,14.84
5843,Maruti Esteem Vxi - BSIII,Ahmedabad,1149.72,2005,81000,Petrol,Manual,Second,15.9,1298.0,85.0,5.0,15.9
5844,Tata Indigo XL Grand Petrol,Pune,1992.85,2008,52000,Petrol,Manual,Second,12.85,1396.0,99.6,5.0,12.85
5845,BMW 5 Series 525d Sedan,Mumbai,32192.16,2013,35000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,16.73
5846,Hyundai Santro Xing GL Plus,Delhi,3525.81,2013,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,17.92
5847,Skoda Octavia 2.0 TDI AT Style Plus,Mumbai,22917.75,2015,27000,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,19.5
5848,Audi A6 2011-2015 35 TDI Technology,Coimbatore,55063.92,2017,55975,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,17.68
5849,Ford Figo 1.5D Trend MT,Pune,6898.32,2016,115000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,25.83
5850,Mahindra Xylo D4 BS III,Hyderabad,8431.28,2016,132000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,14.95
5851,Maruti Celerio ZXI AT,Mumbai,6821.67,2015,40337,Petrol,Automatic,First,23.1,998.0,67.04,5.0,23.1
5852,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,10500.78,2008,192000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,12.8
5853,Hyundai Grand i10 CRDi Asta,Bangalore,8431.28,2016,50000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,24.0
5854,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,7772.11,2016,28147,Petrol,Manual,First,18.9,1197.0,81.86,5.0,18.9
5855,Hyundai Grand i10 Sportz,Mumbai,5901.9,2015,20000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
5856,Hyundai Elite i20 Petrol Asta,Chennai,12187.03,2016,11000,Petrol,Manual,First,18.6,1197.0,81.86,5.0,18.6
5857,Maruti Zen Estilo LXI BSIII,Jaipur,1916.2,2009,63000,Petrol,Manual,Second,18.2,998.0,67.1,5.0,18.2
5858,Maruti Alto K10 2010-2014 VXI,Kochi,5579.97,2014,36967,Petrol,Manual,First,20.92,998.0,67.1,5.0,20.92
5859,Toyota Fortuner 4x2 Manual,Jaipur,30659.2,2016,73053,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.0
5860,Mahindra Thar CRDe AC,Coimbatore,15881.47,2019,16392,Diesel,Manual,First,16.55,2498.0,105.0,6.0,16.55
5862,Toyota Etios G,Jaipur,6208.49,2013,67000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,16.78
5863,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mumbai,74348.56,2015,48600,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,12.0
5864,Renault Duster 110PS Diesel RxZ,Bangalore,12646.92,2014,70000,Diesel,Manual,First,19.6,1461.0,108.45,5.0,19.6
5865,Maruti Swift VDI,Pune,8048.04,2014,84000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,22.9
5866,Volkswagen Vento Magnific 1.6 Comfortline,Mumbai,6745.02,2013,49106,Petrol,Manual,First,15.04,1598.0,103.2,5.0,15.04
5867,Skoda Superb L&K 2.0 TDI AT,Mumbai,39473.72,2017,35000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,18.19
5868,BMW 3 Series 330d Convertible,Kochi,45252.98,2014,51240,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,8.2
5869,Maruti Wagon R VXI BS IV,Kolkata,3219.22,2011,37000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
5870,Renault KWID RXT,Kochi,5687.28,2017,32587,Petrol,Manual,First,25.17,799.0,53.3,5.0,25.17
5871,Ford Endeavour 4x2 XLT Limited Edition,Pune,11497.2,2009,180000,Diesel,Manual,First,10.9,2499.0,143.0,7.0,10.9
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,14471.14,2017,21248,Diesel,Manual,First,24.3,1248.0,88.5,5.0,24.3
5874,Mercedes-Benz E-Class 200 Kompressor Elegance,Delhi,36791.04,2014,40000,Petrol,Automatic,First,10.5,1796.0,157.7,5.0,10.5
5876,Maruti Ertiga VXI CNG,Mumbai,12646.92,2017,23700,CNG,Manual,First,17.5,1373.0,80.46,7.0,25.0
5877,Audi A4 2.0 TDI Celebration Edition,Delhi,14946.36,2011,57000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,16.55
5878,Hyundai Grand i10 Asta,Kolkata,5288.71,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,18.9
5879,Mitsubishi Pajero Sport 4X4,Jaipur,18165.58,2014,70000,Diesel,Manual,Second,13.5,2477.0,175.56,7.0,13.5
5880,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,24741.97,2012,92469,Diesel,Automatic,Second,19.71,2143.0,201.15,5.0,19.71
5881,Maruti Wagon R LXI CNG,Pune,5671.95,2015,55000,CNG,Manual,First,26.6,998.0,58.16,5.0,38.00000000000001
5882,Maruti Alto K10 VXI AGS,Ahmedabad,6131.84,2017,20000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,24.07
5883,Hyundai i20 Sportz 1.2,Delhi,8891.17,2015,42000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,18.6
5884,Maruti Swift Dzire VDI,Kolkata,7128.26,2014,28000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,23.4
5885,Mercedes-Benz R-Class R350 4Matic Long,Pune,22994.4,2010,93000,Petrol,Automatic,Second,11.8,3498.0,272.0,7.0,11.8
5886,Ford EcoSport 1.5 Ti VCT AT Titanium,Mumbai,10424.13,2015,23000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,15.63
5887,Honda City i DTEC VX Option,Bangalore,15712.84,2016,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,25.1
5888,Maruti Alto K10 2010-2014 VXI,Chennai,4138.99,2014,52000,Petrol,Manual,First,20.92,998.0,67.1,5.0,20.92
5889,Maruti Ertiga ZDI,Hyderabad,13030.16,2015,59245,Diesel,Manual,First,20.77,1248.0,88.8,7.0,20.77
5890,Hyundai i20 Diesel Asta Option,Pune,11880.44,2018,31000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,22.54
5891,Tata Indigo CS eGLX BS IV,Pune,4138.99,2015,83000,Petrol,Manual,First,15.64,1193.0,64.08,5.0,15.64
5892,Maruti Alto Std,Hyderabad,1992.85,2004,81500,Petrol,Manual,Second,19.7,796.0,46.3,5.0,19.7
5894,Hyundai Creta 1.6 SX,Hyderabad,20235.07,2018,9900,Petrol,Manual,First,15.8,1591.0,121.3,5.0,15.8
5895,Maruti Wagon R LX,Pune,1532.96,2004,94000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18.9
5896,Toyota Etios V,Kochi,9764.96,2017,27100,Petrol,Manual,First,16.78,1496.0,88.73,5.0,16.78
5897,Toyota Etios V,Kolkata,6898.32,2015,12000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,16.78
5898,Renault Duster 110PS Diesel RXZ Optional with Nav,Mumbai,9964.24,2013,29000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,19.01
5899,Maruti Swift Dzire Vdi BSIV,Mumbai,7649.47,2013,65000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,19.3
5900,Mercedes-Benz GLC 220,Coimbatore,66377.17,2017,50794,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,17.9
5901,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,9964.24,2014,59000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7
5902,Maruti Wagon R LXI CNG,Mumbai,3449.16,2012,72000,CNG,Manual,First,26.2,998.0,58.2,5.0,37.42857142857143
5903,Maruti Ciaz 1.4 AT Alpha,Hyderabad,15252.95,2017,15234,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,19.12
5904,Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,11267.26,2015,44000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,22.7
5905,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,7051.62,2016,125000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,22.95
5906,Ford Endeavour 3.0L 4X4 AT,Chennai,13030.16,2011,100000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,11.4
5907,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,18180.91,2017,34686,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,19.6
5908,Nissan X-Trail SLX MT,Pune,12263.68,2011,98000,Diesel,Manual,First,14.42,1995.0,147.6,5.0,14.42
5909,Toyota Fortuner 4x4 AT,Delhi,32958.64,2015,90000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,12.55
5910,Chevrolet Aveo U-VA 1.2 LS,Pune,1992.85,2007,81000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,15.26
5911,Skoda Rapid 1.6 TDI Ambition,Chennai,9044.46,2012,55000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,20.5
5912,Mahindra XUV500 W8 4WD,Bangalore,14563.12,2013,52910,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,15.1
5913,Maruti Swift Dzire ZDi,Chennai,6898.32,2010,100000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,19.3
5914,Skoda Octavia Elegance 1.9 TDI,Hyderabad,3449.16,2003,132000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,18.7
5915,Chevrolet Enjoy Petrol LS 7 Seater,Mumbai,5135.42,2014,18000,Petrol,Manual,First,13.7,1399.0,98.82,7.0,13.7
5916,Hyundai Accent GLE,Kolkata,1073.07,2005,50000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,13.2
5917,Mercedes-Benz New C-Class C 200 CGI,Bangalore,24527.36,2012,33000,Petrol,Automatic,First,14.74,1991.0,184.0,5.0,14.74
5918,Renault Duster 85PS Diesel RxE,Pune,12263.68,2014,30000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,20.45
5919,Jaguar F Type 5.0 V8 S,Hyderabad,153296.0,2015,8000,Petrol,Automatic,First,12.5,5000.0,488.1,2.0,12.5
5920,Hyundai Verna 1.6 SX,Kochi,7266.23,2012,58646,Diesel,Manual,First,22.32,1582.0,126.32,5.0,22.32
5921,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,55186.56,2016,21000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,13.0
5922,Volkswagen Vento Petrol Highline,Kochi,8492.6,2015,57026,Petrol,Manual,First,15.04,1598.0,103.6,5.0,15.04
5923,Skoda Superb Style 2.0 TDI AT,Mumbai,35242.75,2017,42000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,18.19
5924,Mahindra Scorpio 1.99 S4 Plus,Kochi,15452.24,2017,26741,Diesel,Manual,First,15.4,1997.0,120.0,7.0,15.4
5926,Maruti 800 DX BSII,Pune,843.13,2000,78000,Petrol,Manual,First,16.1,796.0,37.0,4.0,16.1
5927,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,69780.34,2018,29091,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,13.22
5928,Mahindra NuvoSport N6,Coimbatore,11175.28,2018,37323,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,17.45
5929,Volkswagen Vento Diesel Highline,Chennai,6591.73,2011,55595,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,20.54
5930,Maruti Swift Dzire VXI Optional,Chennai,7358.21,2015,49900,Petrol,Manual,First,20.85,1197.0,83.14,5.0,20.85
